ORGANIZATION_ID,ACTIVITY_NAME,TIMESTAMP,CONVERTED,CONVERTED_AT,TRIAL_START,TRIAL_END
014d8cdf08111d7442887a4704b47caa,Scheduling.Shift.Created,2024-02-12 11:44:47,False,,2024-02-11 13:44:21,2024-03-12 13:44:21
014d8cdf08111d7442887a4704b47caa,Scheduling.Shift.Created,2024-02-12 11:44:51,False,,2024-02-11 13:44:21,2024-03-12 13:44:21
014d8cdf08111d7442887a4704b47caa,Scheduling.Shift.Created,2024-02-12 11:58:51,False,,2024-02-11 13:44:21,2024-03-12 13:44:21
014d8cdf08111d7442887a4704b47caa,Scheduling.Shift.AssignmentChanged,2024-02-12 11:59:20,False,,2024-02-11 13:44:21,2024-03-12 13:44:21
014d8cdf08111d7442887a4704b47caa,Scheduling.Shift.Created,2024-02-12 11:59:40,False,,2024-02-11 13:44:21,2024-03-12 13:44:21
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-19 10:48:32,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.AssignmentChanged,2024-03-19 10:48:38,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.AssignmentChanged,2024-03-19 10:48:40,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-19 10:55:04,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.AssignmentChanged,2024-03-19 11:01:45,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-19 11:02:35,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-19 11:03:37,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-19 11:03:56,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-19 11:04:25,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-19 11:04:46,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-19 11:05:13,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-19 11:05:50,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-19 11:36:35,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-19 11:36:55,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-19 11:37:23,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-19 11:37:44,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-19 12:02:31,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-19 12:03:19,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-19 12:04:43,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-19 12:05:28,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-19 12:05:55,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-19 12:06:26,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-19 12:07:05,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-19 12:07:40,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-19 12:07:56,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-19 12:08:11,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-19 12:08:37,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Communication.Message.Created,2024-03-19 13:09:55,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-19 13:14:20,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-19 13:15:04,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-19 13:15:13,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 08:18:58,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 08:22:00,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 08:22:10,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 08:22:37,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 08:22:46,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 08:22:52,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 08:23:07,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 08:23:11,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 08:23:16,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 08:23:23,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 08:23:29,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 08:24:00,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 09:26:37,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.AssignmentChanged,2024-03-20 09:28:14,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.AssignmentChanged,2024-03-20 09:28:27,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 09:29:31,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.AssignmentChanged,2024-03-20 09:30:00,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 09:41:54,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 09:42:57,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 09:43:27,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 09:44:08,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 09:44:38,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 09:47:10,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 09:47:19,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 09:47:24,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 09:47:38,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 09:47:43,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 09:47:47,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 09:47:51,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 09:47:56,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 12:48:12,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 12:53:05,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 12:53:12,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 12:53:21,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 12:53:27,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 12:53:34,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 12:54:01,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 12:54:26,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 12:54:47,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 12:55:14,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 12:55:34,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 12:55:54,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 12:56:15,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 12:56:36,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 13:00:16,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 13:03:22,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 13:04:04,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 13:04:23,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 13:04:45,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 13:05:53,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 13:06:16,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 13:06:33,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 13:06:49,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 13:07:04,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 13:08:05,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 13:08:24,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 13:08:46,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 13:09:05,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 13:09:21,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:10:29,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:10:39,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:10:45,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:11:34,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:11:42,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:16:39,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:16:46,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:21:04,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:21:11,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:21:20,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.AssignmentChanged,2024-03-20 13:21:50,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.AssignmentChanged,2024-03-20 13:21:58,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-03-20 13:22:37,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:22:46,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:29:28,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:29:33,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:29:40,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:29:48,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:29:56,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:48:23,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:48:29,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:48:44,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:49:40,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:49:49,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:50:00,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:50:22,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:50:32,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:50:40,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:50:48,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:50:55,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:51:04,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:51:15,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:51:23,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Approved,2024-03-20 13:52:32,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-04-08 08:16:24,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-04-08 08:17:26,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-04-08 08:19:46,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-04-08 08:20:57,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-04-08 08:23:23,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-04-08 08:26:50,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
014f83e0deae3ac42041a126f1022974,Scheduling.Shift.Created,2024-04-08 08:30:00,True,2024-04-12 10:48:32,2024-03-19 10:46:04,2024-04-18 10:46:04
