org_id,week1_activities,week2_activities,week3_activities,week4_activities,total_activities,converted,trial_start_date,trial_end_date
033a90a4d5e5c2c8ed356cc23de2b415,59,29,0,0,88,0,2024-01-11,2024-02-10
035f1142866e6b454b4d69d360f06336,9,0,0,0,9,0,2024-03-17,2024-04-16
03653197d6e61b80f0dde505483091fd,11,0,0,0,11,0,2024-03-13,2024-04-12
0379cb8da8d974fb7c8e8e7796ea9aaf,221,37,19,9,286,0,2024-01-03,2024-02-02
038fa01ec2e98ec6966e2264cb960bc7,102,2,225,90,419,0,2024-02-09,2024-03-10
039dbb881f0cabed1a145aa6b70e910d,8,0,0,0,8,0,2024-02-26,2024-03-27
03a4ece463246ec43cc1e86364b463d3,0,0,167,365,532,0,2024-01-05,2024-02-04
03add5df59d723dc3b22f30e0280fd1e,7,45,0,0,52,0,2024-03-01,2024-03-31
03b9ad0cf5f7189b006b5e9e434a61ca,43,0,4,1,48,0,2024-02-03,2024-03-04
03f1d05024023444cc47a879338832d1,14,0,0,3,17,0,2024-02-29,2024-03-30
03f5b05fccdf685c1040367c49a93151,21,6,0,0,27,1,2024-03-09,2024-04-08
03f8bc579615bf7fa9f85107b158787b,53,0,0,0,53,0,2024-02-18,2024-03-19
03fcb0ac9bde23aa61e6017c8748ebd0,9,0,0,0,9,0,2024-02-28,2024-03-29
040b943351d36c0946fe7ac4386f31d3,7,0,0,0,7,0,2024-02-10,2024-03-11
042d03dc1550ebfeabd34fa67469a883,17,0,0,0,17,0,2024-03-06,2024-04-05
04577406210369010606496cd4964266,25,0,0,0,25,0,2024-01-23,2024-02-22
046ab37c71da1bbf6629be3f5cc7a056,27,0,0,0,27,0,2024-03-13,2024-04-12
047438204e8253344d9aedf8c2541b80,383,19,5,23,430,0,2024-01-06,2024-02-05
048707478eb408a1bab55d84e7173a73,7,0,0,0,7,0,2024-03-26,2024-04-25
04933a9e72c45e5553c0d1dbf392a663,113,125,16,51,305,0,2024-01-11,2024-02-10
0498909ff4f6548043d7d8c0954fc02d,14,0,0,0,14,0,2024-03-16,2024-04-15
04b747a8d8b63d041e2d1c7eb1d8cb0d,17,2,0,0,19,0,2024-03-12,2024-04-11
04ba871c8a6bda89a5ba741bef6cd6b1,12,0,0,0,12,0,2024-03-11,2024-04-10
04c356f5c28a5be4e1dea4065437393e,4,0,0,0,4,1,2024-02-05,2024-03-06
0501a8c098811070031e15f6a47c2d58,0,15,0,0,15,0,2024-02-12,2024-03-13
050cc3c94f84072546e224eba549335e,87,0,0,0,87,0,2024-03-17,2024-04-16
051974df6d8b59584abdcc4beae38c73,26,0,0,0,26,0,2024-03-30,2024-04-29
052ecd6e8fe7c04ad626c070c47aa7e8,14,0,0,0,14,0,2024-01-15,2024-02-14
0572da7e7e99bd58dbd863701bb78728,72,0,0,0,72,0,2024-02-21,2024-03-22
058fd32791e87b313be975cfd94ef7f7,6,5,2,5,18,1,2024-01-12,2024-02-11
059f2702fd1dbf5ca8c39f26811b5571,8,0,0,0,8,0,2024-01-22,2024-02-21
05a9e9bb64b24fe6e66e8936b4ed168d,0,41,0,0,41,0,2024-01-23,2024-02-22
05bf1cb809d017a5f66f779dceca4872,69,5,0,0,74,0,2024-01-08,2024-02-07
063d9cafbfa0b73e46de8f2d5470d532,7,0,0,0,7,0,2024-01-05,2024-02-04
067fc9c8d8d15b80ca775a1d9433cb48,0,123,33,0,156,0,2024-03-07,2024-04-06
069db4b4f7a2ff656567bf713ba25578,2,1,0,0,3,0,2024-02-14,2024-03-15
06c79ae895222750e7a72ee8db76d334,23,11,0,0,34,0,2024-02-03,2024-03-04
06f82f64982653b60a465b33525115b8,18,0,0,0,18,0,2024-02-08,2024-03-09
0704c4ac7c1d3bbf3c1dd7af4349d458,27,28,0,0,55,0,2024-01-09,2024-02-08
072463c6e1f2f4dfa7b3fc8b8662c60d,6,0,0,0,6,1,2024-02-05,2024-03-06
072eecac0f6db90300649ef2b1d16686,3,0,0,0,3,0,2024-03-12,2024-04-11
0737d8ac8eccd484ba29db13677704f8,392,89,6,1,488,0,2024-03-19,2024-04-18
0752928bd25afda76d4d54ee702e80d4,65,14,21,11,111,0,2024-01-02,2024-02-01
07581e3ee4f1cdc16b8252420bf75ebe,5,0,0,0,5,0,2024-01-17,2024-02-16
0798c7f01da45605f6241f40d160e76a,112,0,0,0,112,0,2024-03-10,2024-04-09
07c5ea59df3322b8608f712b3a505d0e,15,0,0,0,15,0,2024-03-25,2024-04-24
07cbecdb3b2f9310e69824a41847e9e2,5,0,0,0,5,0,2024-03-10,2024-04-09
082729967bf9702911c3970d2c1a719a,14,0,0,0,14,0,2024-03-25,2024-04-24
0838a99aad9435b6664bf78ec5dddd63,11,0,0,0,11,0,2024-03-22,2024-04-21
0894a3826cb391f294318eabfc50be04,24,0,0,0,24,1,2024-02-02,2024-03-03
08d60b97d27008e51fd64ad4b4411a60,9,13,105,0,127,0,2024-02-17,2024-03-18
08dcc9ef767b45322037182a3ac9e9d2,18,0,0,0,18,0,2024-03-09,2024-04-08
08e60afb4c04b4d96069c17605dfa3ba,9,0,0,0,9,0,2024-02-27,2024-03-28
08fbf41b4ab025919457d94ba2dd2fcc,3,0,0,0,3,0,2024-01-10,2024-02-09
08fc0ee1849dc9565ed46d22c88e4603,3,0,0,0,3,0,2024-02-09,2024-03-10
092b40c43e1fd5939accfbb61e3aac66,4,0,0,0,4,0,2024-02-01,2024-03-02
093bf2982c112a1061bfe47cb4f36713,63,0,0,0,63,0,2024-01-30,2024-02-29
09b91c1fbafb66fc641981bf7d3f7218,4,0,0,0,4,0,2024-02-05,2024-03-06
09df60a1dd40f10fbf6d6cb93d802762,4,0,0,0,4,0,2024-02-05,2024-03-06
09e012977a8717d1b6d12eaaeed69d32,25,0,0,0,25,0,2024-03-15,2024-04-14
0a072ebd3ac0e04aacd02f70556315f7,9,19,0,0,28,0,2024-03-09,2024-04-08
0a59ef3b1b4682ab41378a4f3711e08f,41,0,0,0,41,0,2024-02-14,2024-03-15
0a66fcc931ed49d70c044c880b506dd0,0,2,35,0,37,0,2024-01-19,2024-02-18
0a671d8a4307a826360323f3bb919c1d,13,0,0,0,13,0,2024-01-20,2024-02-19
0a797e3ce11a082771947d7ab8ef7be5,5,0,0,0,5,0,2024-01-17,2024-02-16
0a7b67d0a01c8ee850d7ab4d13a12852,4,0,0,0,4,0,2024-02-12,2024-03-13
0aa433bfc1ba709da4c5036081616741,6,0,0,0,6,0,2024-02-11,2024-03-12
0aa55431ab1e5c0e054e3294e7a5fe57,9,0,0,0,9,0,2024-01-27,2024-02-26
0aaa42aaf56c6c9195baeb6db5929532,46,0,1,0,47,0,2024-02-13,2024-03-14
0aad4af4ad7c03f0a839ddeaa70e7c68,82,15,140,34,271,0,2024-02-23,2024-03-24
0ae2610f63d08817a7761d246465b5ac,11,0,0,0,11,0,2024-02-27,2024-03-28
0b092b06694f39b64d9ab41817397cae,3,0,0,0,3,1,2024-03-17,2024-04-16
0b09b796e6f4f892d53af598bb92b98d,2,1,0,0,3,0,2024-02-20,2024-03-21
0b22ee6a8ec8156a0b22706b22df4795,3,0,0,0,3,0,2024-02-18,2024-03-19
0b335fc68dde4bcb7ada1c650888e686,15,0,0,0,15,0,2024-02-16,2024-03-17
0b425a2d338936d433e24ec013e5675a,24,0,0,0,24,0,2024-03-02,2024-04-01
0b892b79d2c7bdc8fcc52f390a36f732,2,1,0,0,3,0,2024-01-31,2024-03-01
0b8d093aaee65086eddf1ab822293e14,3,0,0,0,3,0,2024-01-16,2024-02-15
0bf770e4cf7da296ba6feaf769746eb8,387,58,0,6,451,0,2024-02-07,2024-03-08
0c0810592139c3a4b6518b3565493da5,11,0,0,0,11,0,2024-03-03,2024-04-02
0c73999cca3a664c4adefbd45c3f1cd2,106,0,0,0,106,0,2024-02-18,2024-03-19
0c8b2b22cad0d69afd36b11b3b530836,18,0,0,0,18,0,2024-01-03,2024-02-02
0c943c2aee6fa4fbba787697314cd23e,7,0,0,0,7,0,2024-03-20,2024-04-19
0ca1c7d9af13be594bff054fa96daaa8,5,3,0,7,15,0,2024-01-14,2024-02-13
0cca95c422a98097f0f9d199ec771d02,48,0,0,0,48,0,2024-01-21,2024-02-20
0ce381fdcf5145f0a9178610e6e866f7,3,0,0,0,3,0,2024-03-22,2024-04-21
0cf97f60d41f9541a845d32906633447,12,0,0,0,12,1,2024-02-26,2024-03-27
0cfe1e780ddcd3b97c9c9e6f5f41c686,4,0,6,0,10,0,2024-01-30,2024-02-29
0d02bb2571648071ed7e0be7e704ebef,18,0,0,0,18,1,2024-03-01,2024-03-31
0d2be3642dea6a1e57c536d270eac202,0,0,0,50,50,1,2024-01-23,2024-02-22
0d8da9666ef8de42203dad43ee5c6388,99,33,32,24,188,1,2024-02-02,2024-03-03
0dbf285e3044094e4d546bb6ce8fb181,27,11,13,37,88,1,2024-02-07,2024-03-08
0df55ae43f9a05203eb8f9356e014799,4,0,0,68,72,1,2024-01-24,2024-02-23
0e003968e5493d035064be465392719d,31,0,0,0,31,0,2024-03-19,2024-04-18
0e3967e0198461885e5d86bc25c01a15,80,101,116,114,411,0,2024-02-22,2024-03-23
0e3de494720a7e5dee53e067e15dc7b7,26,0,0,0,26,0,2024-03-07,2024-04-06
0e8695b47e6179a9f1e6fe42a0d54342,225,60,77,35,397,0,2024-03-16,2024-04-15
0ebcaff284573eced9beb87aedc5df98,9,0,0,0,9,0,2024-03-12,2024-04-11
0ed61b6dd923e3eb61bcc083368009a1,11,0,0,0,11,0,2024-02-01,2024-03-02
0f165ca8934c0e012f037d3c9f444c1b,18,0,0,0,18,0,2024-03-09,2024-04-08
0fe70647414fd8a6a14c010374ee2314,141,0,0,0,141,0,2024-01-22,2024-02-21
0ff11c836bda88e014f8cae8f639f40e,136,31,80,226,473,0,2024-02-11,2024-03-12
0fff60d7e748b38f454960a8f94d5879,32,0,0,0,32,0,2024-01-24,2024-02-23
10445441ae4352735871b5c8a1350e14,15,0,0,0,15,0,2024-03-01,2024-03-31
1071edfc892911f72636f444fba820d8,12,0,0,0,12,0,2024-02-28,2024-03-29
107d0609379d68e9bdd119c9946a17ac,3,0,0,0,3,0,2024-02-18,2024-03-19
1084c5d38f89364064989dfc3a46042d,32,15,23,90,160,0,2024-02-26,2024-03-27
10fafd8edc2d00cea3808597f562020c,83,19,17,14,133,0,2024-02-17,2024-03-18
117776cff05b37a547e96b6f7054d746,43,18,80,98,239,0,2024-02-21,2024-03-22
1180777060691d7c9eacb7b97f6c86e5,10,0,0,0,10,1,2024-02-21,2024-03-22
11cd5f3f8f80de504b1cecd35b75c3a9,4,0,0,0,4,0,2024-01-09,2024-02-08
11d58706814c10631552d477a23fc28d,3,0,0,0,3,1,2024-03-05,2024-04-04
11e61b4a5c93f2b7448fb9fe17c8ce85,187,0,0,0,187,0,2024-02-04,2024-03-05
11e6675ce1d232980d09880057d66a8b,8,0,0,0,8,0,2024-02-06,2024-03-07
122a0bce59c47a7d5f6e7da4e7ba38bc,4,0,0,0,4,0,2024-01-20,2024-02-19
1272c4aa282ca3a349f163564d8cc97c,28,0,0,0,28,0,2024-01-23,2024-02-22
1279bfcdb5e7799cd2e1e51d6dbabe91,6,0,0,0,6,1,2024-02-06,2024-03-07
127fba3ac06f26994937d9e13cae3753,54,0,0,0,54,1,2024-01-21,2024-02-20
128a03366af7351689069354e647895d,6,0,0,0,6,1,2024-03-16,2024-04-15
12cad8f0d207e677e18df1177804f417,17,0,0,0,17,1,2024-02-23,2024-03-24
12d70131a26c2fd4022aea91db5aaa66,6,0,0,0,6,0,2024-01-04,2024-02-03
12e5d7b5bf806ab505f3e6e801d25919,143,0,0,0,143,1,2024-01-23,2024-02-22
12e74517300ea7e5cd56b43efed6508c,3,0,0,0,3,0,2024-01-05,2024-02-04
12ed7b7e84363bcfb31778d69276693b,6,0,0,0,6,1,2024-01-01,2024-01-31
1306bdc9a5713828a932af80cf959621,10,0,0,0,10,1,2024-02-08,2024-03-09
131990da1b9c86904ba70826fd348642,9,0,0,0,9,0,2024-01-15,2024-02-14
132d8f8cabba5c8326708f1f6f9b8d35,271,39,0,0,310,0,2024-01-26,2024-02-25
13525c006ccf2884038e21de65d36c0b,46,0,0,0,46,0,2024-01-04,2024-02-03
1358a214520fbf428bb48ee189076ef6,0,0,1,45,46,1,2024-02-13,2024-03-14
13649e4fa1260648d6782dc18a95f8d5,3,0,0,0,3,0,2024-01-21,2024-02-20
1386ea50077967b765f708d90c811af5,7,0,0,0,7,0,2024-03-14,2024-04-13
1398c4833f2d9402fcb98cd2982b75d6,9,0,0,0,9,0,2024-02-26,2024-03-27
13cc5b410c03ebf963f5ad5cdc428eea,18,0,0,0,18,0,2024-01-24,2024-02-23
14015e45a67d636523a139ea69dd0a4f,20,0,0,0,20,0,2024-03-20,2024-04-19
140a2d7a8a5ed691d2e14c358bcc696c,13,0,0,0,13,0,2024-03-07,2024-04-06
1426c516be1c148f0c61300585009a50,12,0,0,0,12,1,2024-03-13,2024-04-12
144980b77ba3b1909b47767637d36c8e,9,0,0,0,9,0,2024-01-27,2024-02-26
146a6b5398abf0b3c64eba782827393b,0,48,4,0,52,0,2024-01-06,2024-02-05
14a0041edbb68db25cc8616a3e4dd101,51,21,56,101,229,0,2024-02-27,2024-03-28
14a7cf7e7b5c20d8a06f08449491b96d,7,0,0,0,7,0,2024-02-26,2024-03-27
14e25bd3637773c0ee106cb9b23c8f68,5,0,0,0,5,0,2024-02-05,2024-03-06
150dd4bcd844cb515c6fce46588bb382,23,0,0,0,23,0,2024-02-28,2024-03-29
15235f794590f27642e149e0a895c1d4,10,0,0,0,10,0,2024-03-18,2024-04-17
155c2ad89c0596065f80aca1133f8f1d,3,0,0,0,3,0,2024-03-17,2024-04-16
1569fdb463b78bc11c0276a4bc989189,7,0,0,0,7,0,2024-02-07,2024-03-08
156e8fd102c92e5a04aa948c4917b747,4,0,0,0,4,1,2024-03-10,2024-04-09
1580a0b6393fd7aafadfac175313e289,3,0,0,0,3,1,2024-01-03,2024-02-02
15fb76069f30418460f0b8787b12cbca,40,0,0,0,40,0,2024-02-16,2024-03-17
16060cc053f4867e9e8875de8f23d62e,46,0,0,0,46,0,2024-03-21,2024-04-20
164c6720de3ff62c43a3691eb7ff164c,53,198,176,95,522,0,2024-01-29,2024-02-28
165aabc65ee37cad125607e6c29bb8c0,3,0,0,0,3,0,2024-01-18,2024-02-17
168d7c77eaa722076012770204a14c0d,5,0,0,0,5,0,2024-03-15,2024-04-14
16b5565f26fddafbf090f3208c4472b2,3,0,0,0,3,0,2024-01-09,2024-02-08
16b6ce1ff9554faf8f9f7118bfd7271a,14,0,0,0,14,0,2024-02-08,2024-03-09
16f6e10939ae01a81e10232fbe506bcc,9,0,0,0,9,0,2024-02-29,2024-03-30
1739bf008c42299848b601d9eb6010d7,6,0,0,0,6,0,2024-03-28,2024-04-27
173a6ebc76c01379fd74fd5fddc94ff4,220,0,0,0,220,0,2024-02-06,2024-03-07
17486251d1f60378aaa47c7028872e48,6,0,0,0,6,0,2024-01-25,2024-02-24
1759d5e0784ca6aa32b3d61f8418ee70,7,0,0,0,7,0,2024-01-25,2024-02-24
1769e18438ad69e1b5c89e153e16cba5,102,69,4,8,183,0,2024-02-15,2024-03-16
177520757aa6e0a4f0bfc9be0b096e7b,5,0,0,0,5,0,2024-02-26,2024-03-27
177e545194d330b2170b3cad48a0257f,5,0,0,0,5,1,2024-03-10,2024-04-09
17a981f07e4885f63c604028d29b0d57,14,0,0,0,14,0,2024-03-06,2024-04-05
17b714b62c9a0a2317b063eec659368f,8,10,0,0,18,1,2024-01-28,2024-02-27
17d325a49ed1290a09c8f3d04a860fd3,16,0,2,0,18,0,2024-03-20,2024-04-19
17ec6610db2a4b16a34852d8a86aa165,112,22,25,5,164,0,2024-03-13,2024-04-12
17f21a709599972f399bb7659dd05996,12,76,109,243,440,1,2024-01-09,2024-02-08
18104d3eed788ca3ad2a9fd8aa2a53b0,21,0,0,0,21,1,2024-01-30,2024-02-29
187c07046ea89c730f520fa75a08e349,82,2,121,60,265,0,2024-01-09,2024-02-08
188cfbafcd625a1e1b93884a9327f5e4,3,0,2,2,7,0,2024-03-26,2024-04-25
189c924fca3a7029ea610e188e8a668e,22,29,4,23,78,0,2024-03-28,2024-04-27
18a89ef0a8901b1213be467839ab772a,5,0,352,224,581,0,2024-03-19,2024-04-18
18e9b772744c011b02413abdb3cb3569,5,0,0,0,5,0,2024-03-06,2024-04-05
19253296a7202756ec5a73a9d9541f2b,6,0,0,0,6,0,2024-03-08,2024-04-07
192b2a3ab31280085131b901a23c27ac,10,0,0,0,10,0,2024-01-25,2024-02-24
194722c85ffbebeeb2f7e202982f16ba,4,0,0,0,4,0,2024-02-08,2024-03-09
19c1ad731d2bc374820461f9a5ba7fed,4,0,0,0,4,0,2024-02-21,2024-03-22
19c2dc50f6ccd7e464f1a710b1356ae4,3,0,0,0,3,0,2024-01-31,2024-03-01
19c38b1b7495779f97524483e58679b1,6,0,0,0,6,0,2024-02-11,2024-03-12
19c5f6cc03354378757319c7215a4543,6,0,0,0,6,0,2024-02-08,2024-03-09
19db988a236e3529c71355c79550c341,88,0,0,0,88,0,2024-03-15,2024-04-14
19ebcfeff96af26e609fdbace1c56abe,16,0,0,0,16,0,2024-01-25,2024-02-24
19ee48f85a318c184e23e0d0b2a9a503,14,62,0,0,76,0,2024-01-12,2024-02-11
19feca9314c2010acf2420bbe582234a,3,8,3,1,15,0,2024-01-17,2024-02-16
1a10cc977479b2226a5358ff13f0687a,60,0,0,0,60,1,2024-01-25,2024-02-24
1a15d89307d9bf15c6dff54902250b04,8,0,0,0,8,0,2024-03-24,2024-04-23
1a1689740e3e03c10962db72b3e148f5,3,0,0,0,3,0,2024-03-14,2024-04-13
1a220a292104ae82c528dfac41a9cc29,324,31,38,31,424,1,2024-01-02,2024-02-01
1a664791c657fe4109cefed667098c4b,34,0,0,0,34,1,2024-03-15,2024-04-14
1a73d8e8db156b8f1fc734d14e3ca42c,77,0,0,0,77,0,2024-03-25,2024-04-24
1a78b358ae2a2d638676ad90ef76203f,5,0,0,0,5,1,2024-03-20,2024-04-19
1a7b1d3b931fb22628521b74815d947e,15,0,0,0,15,0,2024-02-20,2024-03-21
1a7eb35340696c1bf42adb6bc1e9af62,17,0,0,0,17,0,2024-02-19,2024-03-20
1a8b884ecf75e62173f8cfc2d693218f,6,0,0,0,6,0,2024-03-16,2024-04-15
1a97a5c3e26b204d1fd9ce42e90f33f9,31,0,0,0,31,0,2024-03-28,2024-04-27
1aa674f21b506118a37daa03c6922c6d,8,0,0,0,8,0,2024-03-04,2024-04-03
1ad06dc5ccdd8129ace2b65f7e0f3755,13,0,98,12,123,1,2024-02-09,2024-03-10
1add047ab17c02be93d83168af47d559,6,0,0,0,6,0,2024-03-26,2024-04-25
1aea6141c8897216051617be81c27c3e,46,0,89,398,533,0,2024-03-11,2024-04-10
1afae86dc2ea31d6c23dcfacaaa5cdad,45,0,0,0,45,0,2024-03-12,2024-04-11
1afe29d531511019317eaf2367d1cded,14,0,0,0,14,0,2024-02-08,2024-03-09
1b25b92f9423141f15c337cda618d6bd,107,0,0,0,107,0,2024-01-21,2024-02-20
1b3a1cd9e052a09b8110bc8cbfdf5cb7,42,0,1,91,134,0,2024-02-25,2024-03-26
1b4a8585f41f8a40a2c0dff154fd503d,12,0,0,0,12,0,2024-02-19,2024-03-20
1b683fc2ce4b036cac0112e4c361731a,17,0,0,0,17,0,2024-01-23,2024-02-22
1b6a5694832461f9dc3749716e5047fd,4,0,0,0,4,1,2024-02-01,2024-03-02
1b7bbdc9c7ff3bdc7601077241874578,32,21,0,0,53,0,2024-03-22,2024-04-21
1bae3e5dbf14173a578e2f81e8e4d0aa,28,0,0,0,28,0,2024-01-11,2024-02-10
1beeac077c1a0a75c7bc1be6b3306957,6,0,0,0,6,0,2024-01-23,2024-02-22
1bef5917eb3adc401e4df93e1f9340a5,7,0,0,0,7,1,2024-01-13,2024-02-12
1c912497b8998483152f3d672cf82f9c,6,0,0,0,6,0,2024-03-11,2024-04-10
1c99e421b28c6e2068c6bd83d150bf7e,13,0,0,0,13,0,2024-03-08,2024-04-07
1ca01c7c9e027360c1e30f66a509716c,93,0,19,260,372,0,2024-03-18,2024-04-17
1ce883bfcaf30c387698f8a00ce065f9,11,0,0,0,11,0,2024-03-04,2024-04-03
1d059d633fd0d96d19ee2849c058d664,79,60,0,37,176,1,2024-03-15,2024-04-14
1d1e3259f391eb91a214be14bc37316a,29,3,0,0,32,0,2024-03-19,2024-04-18
1d4c83a11e4071bf422aaf0b90f886ca,5,0,0,0,5,1,2024-01-05,2024-02-04
1d9e91ad23aa9ad0f383d65354d1abf8,0,94,0,0,94,0,2024-01-31,2024-03-01
1decbac9b4d62746ab3456f080fc459f,16,2,0,0,18,0,2024-03-22,2024-04-21
1e06f241d63d030ec793a077a001d6c9,9,5,0,0,14,0,2024-01-02,2024-02-01
1e53443ed16090738d6dfa7d7ad59fb2,5,0,0,0,5,0,2024-01-07,2024-02-06
1e5a1d2f46a852ab907a44ecafa1f342,34,0,0,0,34,0,2024-02-14,2024-03-15
1e762a15d7ef671e991af982abf80727,32,0,0,0,32,1,2024-02-07,2024-03-08
1e7a8c10331acec7b5274de6db148887,54,35,21,14,124,0,2024-01-21,2024-02-20
1e8d05791f502591c4c12e93f7f0a96a,18,0,0,0,18,0,2024-02-04,2024-03-05
1ec8daca510142881b276689d1687eed,177,73,0,0,250,0,2024-01-30,2024-02-29
1ed57d35fd8eba96d5a48a2e6e31c52c,32,0,0,0,32,0,2024-01-23,2024-02-22
1ee14bd8cb7bdf52d89a12780fea3fce,4,0,0,0,4,0,2024-02-10,2024-03-11
1eeeb8a0ebf42b3e3cb49bb13f20e1c6,5,0,0,0,5,0,2024-02-26,2024-03-27
1f14124d04ee5a2802bf34c67bc54c27,46,85,105,135,371,0,2024-03-05,2024-04-04
1f3202ad62ccb9602198d3a4f6fff90d,24,5,0,2,31,1,2024-02-26,2024-03-27
1f5491c083bc8cb4191d7eb3a15143ec,135,26,30,96,287,0,2024-01-15,2024-02-14
1f58f41c7f8ecec31e9d02665d717b5b,5,0,0,0,5,1,2024-02-25,2024-03-26
1f645229e51d07ef0ee5c028842a880c,84,84,134,120,422,1,2024-03-10,2024-04-09
1f82fb105c837ec2ba62894d1a83ee29,19,0,111,0,130,0,2024-02-21,2024-03-22
1f8aebbfdbc381d83e6d9276ee93f4af,12,0,0,0,12,1,2024-02-21,2024-03-22
200895fa4b3caa5a7668cdf746d8f9fb,11,0,0,0,11,0,2024-03-06,2024-04-05
201ec1972bb3ff3d690ea6dd16323f90,24,14,11,7,56,0,2024-02-16,2024-03-17
201fdb4da861b1dca42349721f58f789,3,0,0,0,3,0,2024-01-18,2024-02-17
202126d40b02c1d3afef7e9c4be21a4e,201,52,44,59,356,0,2024-01-30,2024-02-29
2030015472b322c5134035b517e2d2b7,4,0,0,0,4,0,2024-02-04,2024-03-05
2048f27233f469a2242dd1444979719f,27,0,0,0,27,0,2024-02-20,2024-03-21
2057756339f07f6899cc65973532f96f,1,8,0,6,15,1,2024-01-30,2024-02-29
20747686585fc557b657e67626fbf300,3,0,0,0,3,0,2024-03-29,2024-04-28
207e9cd9fe854b71c7d88568f2a479d8,3,0,0,0,3,1,2024-01-04,2024-02-03
207ea9930ab65d3d886a5983db31823c,231,72,46,9,358,0,2024-02-08,2024-03-09
2083ce6101fc8559bfcf399e9c50f706,0,0,30,135,165,0,2024-03-02,2024-04-01
20dc5d35f753b640a1113aecbd892ac8,3,0,0,0,3,1,2024-01-03,2024-02-02
20dee293bc4d0918f5a1f8bee37f5e18,5,4,185,16,210,0,2024-01-18,2024-02-17
20eded82b60051a5136fc94533a9a922,6,0,0,0,6,0,2024-01-17,2024-02-16
20f71d840e3a58edbfbdb8a86b688346,2,39,0,0,41,0,2024-03-28,2024-04-27
21039da78446b3025de89133f9de6936,3,0,0,0,3,0,2024-02-15,2024-03-16
21557e335d56ae3e854c94bcad70e933,138,0,0,0,138,0,2024-03-28,2024-04-27
21618fc8ac935e5db72c49d4070229e1,82,15,0,0,97,0,2024-01-26,2024-02-25
2174b1cac37ff59863d49ab9026f4104,9,0,0,0,9,1,2024-01-16,2024-02-15
21934dd7bd9fd62e5435ecc94d00df65,37,31,1,140,209,0,2024-03-29,2024-04-28
21a11ea7c92e10cd8cde77956a6d0e1b,10,0,0,0,10,0,2024-03-28,2024-04-27
21d27466299f91558faeb689234c448e,6,0,0,0,6,0,2024-03-26,2024-04-25
21d2800ddc471d7b8a2e90ea421e7842,0,36,22,291,349,0,2024-02-07,2024-03-08
21e8a221ac5fb4c68b9d214883d910cc,9,0,0,0,9,0,2024-01-19,2024-02-18
220100622734997a80cee9b6ba1e6fe7,116,128,0,1,245,0,2024-01-09,2024-02-08
22b12adbf62e4071bc4d683ff73661dc,9,0,0,0,9,0,2024-02-03,2024-03-04
22bf2888072c1506842baf8f95aa80be,4,0,0,0,4,0,2024-02-12,2024-03-13
22ca570dd6e97c9d8caa348d7ceccd80,11,0,0,0,11,0,2024-03-26,2024-04-25
22eadb2855feae38173d52598fab9e74,67,0,0,0,67,0,2024-01-15,2024-02-14
2305b3538841ffaaf1802a8c56016edb,18,0,0,0,18,0,2024-02-25,2024-03-26
233157832ed8d928e087eb3b8a556a8e,0,0,0,12,12,0,2024-01-30,2024-02-29
2343a48f08a13f16006fb39b7b4eb8b2,51,5,1,0,57,0,2024-03-15,2024-04-14
